form	lemma	POS	morph
ki	qui	PROrel	NOMB.=p|GENRE=f|CAS=n
chastement	chastement	ADVgen	DEGRE=-
vivront	vivre1	VERcjg	MODE=ind|TEMPS=fut|PERS.=3|NOMB.=p
[REF:CononBethune_04_04_029]	Ref.	OUT	MORPH=empty
Et	et	CONcoo	MORPH=empty
loiauté	lëauté	NOMcom	NOMB.=s|GENRE=f|CAS=r
feront	faire	VERcjg	MODE=ind|TEMPS=fut|PERS.=3|NOMB.=p
ceaus	cel	PROdem	NOMB.=p|GENRE=m|CAS=r
ki	qui	PROrel	NOMB.=p|GENRE=m|CAS=n
iront	aler	VERcjg	MODE=ind|TEMPS=fut|PERS.=3|NOMB.=p
;	;	PONfbl	MORPH=empty
[REF:CononBethune_04_04_030]	Ref.	OUT	MORPH=empty
Et	et	CONcoo	MORPH=empty
s'	se	CONsub	MORPH=empty
eles	il	PROper	PERS.=3|NOMB.=p|GENRE=f|CAS=n
font	faire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
par	par	PRE	MORPH=empty
mal	mal1	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p
consel	conseil	NOMcom	NOMB.=s|GENRE=m|CAS=r
folaige	folage2	NOMcom	NOMB.=s|GENRE=m|CAS=r
,	,	PONfbl	MORPH=empty
[REF:CononBethune_04_04_031]	Ref.	OUT	MORPH=empty
A	a3	PRE	MORPH=empty
lasques	lasche1	ADJqua	NOMB.=p|GENRE=f|CAS=r|DEGRE=p
gens	gent1	NOMcom	NOMB.=p|GENRE=f|CAS=r
mauvaises	mauvais	ADJqua	NOMB.=p|GENRE=f|CAS=r|DEGRE=p
le	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
feront	faire	VERcjg	MODE=ind|TEMPS=fut|PERS.=3|NOMB.=p
,	,	PONfbl	MORPH=empty
[REF:CononBethune_04_04_032]	Ref.	OUT	MORPH=empty
Car	car	CONcoo	MORPH=empty
tot	tot	DETind	NOMB.=p|GENRE=m|CAS=n
li	le	DETdef	NOMB.=p|GENRE=m|CAS=n
boin	bon	ADJqua	NOMB.=p|GENRE=m|CAS=n|DEGRE=p
iront	aler	VERcjg	MODE=ind|TEMPS=fut|PERS.=3|NOMB.=p
en	en1	PRE	MORPH=empty
cest	cest	DETdem	NOMB.=s|GENRE=m|CAS=r
voiaige	voiage	NOMcom	NOMB.=s|GENRE=m|CAS=r
.	.	PONfrt	MORPH=empty
[REF:CononBethune_04_05_033]	Ref.	OUT	MORPH=empty
Ki	que2	PROrel	NOMB.=s|GENRE=m|CAS=n
chi	ci	ADVgen	DEGRE=-
ne	ne1	ADVneg	MORPH=empty
velt	voloir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
avoir	avoir	VERinf	MORPH=empty
vie	vie1	NOMcom	NOMB.=s|GENRE=f|CAS=r
anuieuse	enoios	ADJqua	NOMB.=s|GENRE=f|CAS=r|DEGRE=p
[REF:CononBethune_04_05_034]	Ref.	OUT	MORPH=empty
Si	si	ADVgen	DEGRE=-
voist	aler	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s
por	por2	PRE	MORPH=empty
Dieu	dieu	NOMpro	NOMB.=s|GENRE=m|CAS=r
morir	morir	VERinf	MORPH=empty
liés	lié1	ADJqua	NOMB.=s|GENRE=m|CAS=n|DEGRE=p
et	et	CONcoo	MORPH=empty
joieus	joios	ADJqua	NOMB.=s|GENRE=m|CAS=n|DEGRE=p
,	,	PONfbl	MORPH=empty
[REF:CononBethune_04_05_035]	Ref.	OUT	MORPH=empty
Car	car	CONcoo	MORPH=empty
cele	cel	DETdem	NOMB.=s|GENRE=f|CAS=n
mors	mort	NOMcom	NOMB.=s|GENRE=f|CAS=n
est	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
douce	douz	ADJqua	NOMB.=s|GENRE=f|CAS=n|DEGRE=p
et	et	CONcoo	MORPH=empty
savereuse	savoros	ADJqua	NOMB.=s|GENRE=f|CAS=n|DEGRE=p
[REF:CononBethune_04_05_036]	Ref.	OUT	MORPH=empty
Dont	dont	PROrel	NOMB.=x|GENRE=x|CAS=x
on	on	PROind	NOMB.=s|GENRE=n|CAS=n
conquiert	conquerre	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
le	le	DETdef	NOMB.=s|GENRE=m|CAS=r
resne	regne	NOMcom	NOMB.=s|GENRE=m|CAS=r
presïeus	precïos	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p
,	,	PONfbl	MORPH=empty
[REF:CononBethune_04_05_037]	Ref.	OUT	MORPH=empty
Ne	ne2	CONcoo	MORPH=empty
ja	ja	ADVgen	DEGRE=-
de	de	PRE	MORPH=empty
mort	mort	NOMcom	NOMB.=s|GENRE=f|CAS=r
n'	ne1	ADVneg	MORPH=empty
en	en2	PROadv	MORPH=empty
i	i2	PROadv	MORPH=empty
morra	morir	VERcjg	MODE=ind|TEMPS=fut|PERS.=3|NOMB.=s
uns	un	DETndf	NOMB.=s|GENRE=m|CAS=n
sels	sol1	ADJqua	NOMB.=s|GENRE=m|CAS=n|DEGRE=p
,	,	PONfbl	MORPH=empty
[REF:CononBethune_04_05_038]	Ref.	OUT	MORPH=empty
Ains	ainz	ADVgen	DEGRE=-
naistront	naistre	VERcjg	MODE=ind|TEMPS=fut|PERS.=3|NOMB.=p
tot	tot	PROind	NOMB.=p|GENRE=m|CAS=n
en	en1	PRE	MORPH=empty
vie	vie1	NOMcom	NOMB.=s|GENRE=f|CAS=r
glorïeuse	glorïos	ADJqua	NOMB.=s|GENRE=f|CAS=r|DEGRE=p
;	;	PONfbl	MORPH=empty
[REF:CononBethune_04_05_039]	Ref.	OUT	MORPH=empty
Et	et	CONcoo	MORPH=empty
saiciés	savoir	VERcjg	MODE=imp|PERS.=2|NOMB.=p
bien	bien1	ADVgen	DEGRE=p
,	,	PONfbl	MORPH=empty
ki	qui	PROrel	NOMB.=s|GENRE=m|CAS=n
ne	ne1	ADVneg	MORPH=empty
fust	estre1	VERcjg	MODE=sub|TEMPS=ipf|PERS.=3|NOMB.=s
amereus	amoros	ADJqua	NOMB.=s|GENRE=m|CAS=n|DEGRE=p
,	,	PONfbl	MORPH=empty
[REF:CononBethune_04_05_040]	Ref.	OUT	MORPH=empty
Mout	mout	ADVgen	DEGRE=-
fust	estre1	VERcjg	MODE=sub|TEMPS=ipf|PERS.=3|NOMB.=s
la	le	DETdef	NOMB.=s|GENRE=f|CAS=n
voie	voie	NOMcom	NOMB.=s|GENRE=f|CAS=n
et	et	CONcoo	MORPH=empty
boine	bon	ADJqua	NOMB.=s|GENRE=f|CAS=n|DEGRE=p
et	et	CONcoo	MORPH=empty
deliteuse	delitos	ADJqua	NOMB.=s|GENRE=f|CAS=n|DEGRE=p
.	.	PONfrt	MORPH=empty
[REF:CononBethune_04_06_041]	Ref.	OUT	MORPH=empty
Dieus	dieu	NOMpro	NOMB.=s|GENRE=m|CAS=n
!	!	PONfrt	MORPH=empty
tant	tant	ADVgen	DEGRE=-
avons	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=p
esté	estre1	VERppe	NOMB.=s|GENRE=m|CAS=r
preus	pro	ADJqua	NOMB.=p|GENRE=m|CAS=n|DEGRE=p
par	par	PRE	MORPH=empty
huiseuse	oisos	ADJqua	NOMB.=s|GENRE=f|CAS=r|DEGRE=p
,	,	PONfbl	MORPH=empty
[REF:CononBethune_04_06_042]	Ref.	OUT	MORPH=empty
Or	or4	ADVgen	DEGRE=-
i	i2	PROadv	MORPH=empty
parra	paroir	VERcjg	MODE=ind|TEMPS=fut|PERS.=3|NOMB.=s
ki	qui	PROrel	NOMB.=s|GENRE=m|CAS=n
a	a3	PRE	MORPH=empty
certes	certes	ADVgen	DEGRE=-
iert	estre1	VERcjg	MODE=ind|TEMPS=fut|PERS.=3|NOMB.=s
preus	pro	ADJqua	NOMB.=s|GENRE=m|CAS=n|DEGRE=p
;	;	PONfbl	MORPH=empty
[REF:CononBethune_04_06_043]	Ref.	OUT	MORPH=empty
S'	si	ADVgen	DEGRE=-
irons	aler	VERcjg	MODE=ind|TEMPS=fut|PERS.=1|NOMB.=p
vengier	vengier	VERinf	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f|CAS=r
honte	honte	NOMcom	NOMB.=s|GENRE=f|CAS=r
dolereuse	doloros	ADJqua	NOMB.=s|GENRE=f|CAS=r|DEGRE=p
[REF:CononBethune_04_06_044]	Ref.	OUT	MORPH=empty
Dont	dont	PROrel	NOMB.=x|GENRE=x|CAS=x
chascuns	chascun	PROind	NOMB.=s|GENRE=m|CAS=n
doit	devoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
estre	estre1	VERinf	MORPH=empty
iriés	irier	VERppe	NOMB.=s|GENRE=m|CAS=n
et	et	CONcoo	MORPH=empty
honteus	hontos	ADJqua	NOMB.=s|GENRE=m|CAS=n|DEGRE=p
;	;	PONfbl	MORPH=empty
[REF:CononBethune_04_06_045]	Ref.	OUT	MORPH=empty
Car	car	CONcoo	MORPH=empty
a	a3	PRE	MORPH=empty
no	nostre	DETpos	PERS.=1|NOMB.=s|GENRE=m|CAS=r
tans	tens	NOMcom	NOMB.=s|GENRE=m|CAS=r
est	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
perdus	perdre	VERppe	NOMB.=s|GENRE=m|CAS=n
li	le	DETdef	NOMB.=s|GENRE=m|CAS=n
sains	saint	ADJqua	NOMB.=s|GENRE=m|CAS=n|DEGRE=p
lieus	lieu	NOMcom	NOMB.=s|GENRE=m|CAS=n
[REF:CononBethune_04_06_046]	Ref.	OUT	MORPH=empty
Ou	où	PROrel	NOMB.=x|GENRE=x|CAS=x
Dieus	dieu	NOMpro	NOMB.=s|GENRE=m|CAS=n
soffri	sofrir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
por	por2	PRE	MORPH=empty
nos	nos1	PROper	PERS.=1|NOMB.=p|GENRE=m|CAS=r
mort	mort	NOMcom	NOMB.=s|GENRE=f|CAS=r
angoisseuse	angoissos	ADJqua	NOMB.=s|GENRE=f|CAS=r|DEGRE=p
.	.	PONfrt	MORPH=empty
[REF:CononBethune_04_06_047]	Ref.	OUT	MORPH=empty
S'	se	CONsub	MORPH=empty
or	or4	ADVgen	DEGRE=-
i	i2	PROadv	MORPH=empty
laissons	laissier	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=p
nos	nostre	DETpos	PERS.=1|NOMB.=p|GENRE=m|CAS=r
anemis	enemi	NOMcom	NOMB.=p|GENRE=m|CAS=r
morteus	mortel	ADJqua	NOMB.=p|GENRE=m|CAS=r|DEGRE=p
,	,	PONfbl	MORPH=empty
[REF:CononBethune_04_06_048]	Ref.	OUT	MORPH=empty
A	a3	PRE	MORPH=empty
tos	tot	DETind	NOMB.=p|GENRE=m|CAS=r
jors	jor	NOMcom	NOMB.=p|GENRE=m|CAS=r
mais	mais1	ADVgen	DEGRE=-
iert	estre1	VERcjg	MODE=ind|TEMPS=fut|PERS.=3|NOMB.=s
no	nostre	DETpos	PERS.=1|NOMB.=s|GENRE=m|CAS=n
vie	vie1	NOMcom	NOMB.=s|GENRE=f|CAS=n
honteuse	hontos	ADJqua	NOMB.=s|GENRE=f|CAS=n|DEGRE=p
.	.	PONfrt	MORPH=empty
[REF:CononBethune_05_01_001]	Ref.	OUT	MORPH=empty
Bien	bien1	ADVgen	DEGRE=p
me	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=r
deüsse	devoir	VERcjg	MODE=sub|TEMPS=ipf|PERS.=1|NOMB.=s
targier	targier2	VERinf	MORPH=empty
[REF:CononBethune_05_01_002]	Ref.	OUT	MORPH=empty
De	de	PRE	MORPH=empty
chançon	chançon	NOMcom	NOMB.=s|GENRE=f|CAS=r
faire	faire	VERinf	MORPH=empty
et	et	CONcoo	MORPH=empty
de	de	PRE	MORPH=empty
mos	mot	NOMcom	NOMB.=p|GENRE=m|CAS=r
et	et	CONcoo	MORPH=empty
de	de	PRE	MORPH=empty
chans	champ	NOMcom	NOMB.=p|GENRE=m|CAS=r
,	,	PONfbl	MORPH=empty
[REF:CononBethune_05_01_003]	Ref.	OUT	MORPH=empty
Quant	cant1	CONsub	MORPH=empty
me	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=i
convient	covenir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
eslongier	esloignier	VERinf	MORPH=empty
[REF:CononBethune_05_01_004]	Ref.	OUT	MORPH=empty
De	de	PRE	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f|CAS=r
millor	meillor	ADJqua	NOMB.=s|GENRE=f|CAS=r|DEGRE=c
de	de	PRE	MORPH=empty
totes	tot	DETind	NOMB.=p|GENRE=f|CAS=r
les	le	DETdef	NOMB.=p|GENRE=f|CAS=r
vaillans	vaillant	ADJqua	NOMB.=p|GENRE=f|CAS=r|DEGRE=p
,	,	PONfbl	MORPH=empty
[REF:CononBethune_05_01_005]	Ref.	OUT	MORPH=empty
Si	si	ADVgen	DEGRE=-
em	en2	PROadv	MORPH=empty
puis	pöoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
bien	bien1	ADVgen	DEGRE=p
faire	faire	VERinf	MORPH=empty
voire	voir	ADJqua	NOMB.=s|GENRE=f|CAS=r|DEGRE=p
vantance	vantance	NOMcom	NOMB.=s|GENRE=f|CAS=r
,	,	PONfbl	MORPH=empty
[REF:CononBethune_05_01_006]	Ref.	OUT	MORPH=empty
Ke	que4	CONcoo	MORPH=empty
je	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n
fas	faire	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
plus	plus	ADVgen	DEGRE=c
por	por2	PRE	MORPH=empty
Dieu	dieu	NOMpro	NOMB.=s|GENRE=m|CAS=r
ke	que1	CONsub	MORPH=empty
nus	nul	DETind	NOMB.=s|GENRE=m|CAS=n
amans	amant	NOMcom	NOMB.=s|GENRE=m|CAS=n
,	,	PONfbl	MORPH=empty
[REF:CononBethune_05_01_007]	Ref.	OUT	MORPH=empty
Si	si	ADVgen	DEGRE=-
en	en2	PROadv	MORPH=empty
sui	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
mout	mout	ADVgen	DEGRE=-
endroit	endroit	PRE	MORPH=empty
l'	le	DETdef	NOMB.=s|GENRE=f|CAS=r
ame	ame	NOMcom	NOMB.=s|GENRE=f|CAS=r
joians	joiant	ADJqua	NOMB.=s|GENRE=m|CAS=n|DEGRE=p
,	,	PONfbl	MORPH=empty
[REF:CononBethune_05_01_008]	Ref.	OUT	MORPH=empty
Mais	mais1	CONcoo	MORPH=empty
del	de+le	PRE.DETdef	MORPH=empty+NOMB.=s|GENRE=m|CAS=r
cors	cors1	NOMcom	NOMB.=s|GENRE=m|CAS=r
ai	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
et	et	CONcoo	MORPH=empty
pitié	pitié	NOMcom	NOMB.=s|GENRE=f|CAS=r
et	et	CONcoo	MORPH=empty
pesance	pesance	NOMcom	NOMB.=s|GENRE=f|CAS=r
.	.	PONfrt	MORPH=empty
[REF:CononBethune_05_02_009]	Ref.	OUT	MORPH=empty
On	on	PROind	NOMB.=s|GENRE=n|CAS=n
se	soi1	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
doit	devoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
bien	bien1	ADVgen	DEGRE=p
efforchier	esforcier2	VERinf	MORPH=empty
[REF:CononBethune_05_02_010]	Ref.	OUT	MORPH=empty
De	de	PRE	MORPH=empty
Dieu	dieu	NOMpro	NOMB.=s|GENRE=m|CAS=r
servir	servir	VERinf	MORPH=empty
,	,	PONfbl	MORPH=empty
ja	ja	ADVgen	DEGRE=-
n'	ne1	ADVneg	MORPH=empty
i	i2	PROadv	MORPH=empty
soit	estre1	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s
li	le	DETdef	NOMB.=s|GENRE=m|CAS=n
talans	talent	NOMcom	NOMB.=s|GENRE=m|CAS=n
,	,	PONfbl	MORPH=empty
[REF:CononBethune_05_02_011]	Ref.	OUT	MORPH=empty
Et	et	CONcoo	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f|CAS=r
char	char2	NOMcom	NOMB.=s|GENRE=f|CAS=r
vaintre	veintre	VERinf	MORPH=empty
et	et	CONcoo	MORPH=empty
plaissier	plaissier3	VERinf	MORPH=empty
,	,	PONfbl	MORPH=empty
[REF:CononBethune_05_02_012]	Ref.	OUT	MORPH=empty
Ki	qui	PROrel	NOMB.=s|GENRE=f|CAS=n
tos	tot	DETind	NOMB.=p|GENRE=m|CAS=r
jors	jor	NOMcom	NOMB.=p|GENRE=m|CAS=r
est	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
de	de	PRE	MORPH=empty
pechier	peschier1	VERinf	MORPH=empty
desirans	desirrer	VERppa	NOMB.=s|GENRE=f|CAS=n
;	;	PONfbl	MORPH=empty
[REF:CononBethune_05_02_013]	Ref.	OUT	MORPH=empty
Adont	adonc	ADVgen	DEGRE=-
voit	vëoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
Dieus	dieu	NOMpro	NOMB.=s|GENRE=m|CAS=n
la	le	DETdef	NOMB.=s|GENRE=f|CAS=r
doble	doble	ADJqua	NOMB.=s|GENRE=f|CAS=r|DEGRE=p
penitance	penitence	NOMcom	NOMB.=s|GENRE=f|CAS=r
.	.	PONfrt	MORPH=empty
[REF:CononBethune_05_02_014]	Ref.	OUT	MORPH=empty
Hé	e2	INJ	MORPH=empty
!	!	PONfrt	MORPH=empty
las	las	ADJqua	NOMB.=s|GENRE=m|CAS=n|DEGRE=p
,	,	PONfbl	MORPH=empty
se	se	CONsub	MORPH=empty
nus	nul	PROind	NOMB.=s|GENRE=m|CAS=n
se	soi1	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
doit	devoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
sauver	sauver	VERinf	MORPH=empty
dolans	dolent	ADJqua	NOMB.=s|GENRE=m|CAS=n|DEGRE=p
,	,	PONfbl	MORPH=empty
[REF:CononBethune_05_02_015]	Ref.	OUT	MORPH=empty
Dont	dont	PROrel	NOMB.=x|GENRE=x|CAS=x
doit	devoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
par	par	PRE	MORPH=empty
droit	droit	NOMcom	NOMB.=s|GENRE=m|CAS=r
ma	mon1	DETpos	PERS.=1|NOMB.=s|GENRE=f|CAS=n
merite	merite	NOMcom	NOMB.=s|GENRE=f|CAS=n
estre	estre1	VERinf	MORPH=empty
grans	grant	ADJqua	NOMB.=s|GENRE=f|CAS=n|DEGRE=p
,	,	PONfbl	MORPH=empty
[REF:CononBethune_05_02_016]	Ref.	OUT	MORPH=empty
Car	car	CONcoo	MORPH=empty
plus	plus	ADVgen	DEGRE=c
dolans	dolent	ADJqua	NOMB.=s|GENRE=m|CAS=n|DEGRE=p
ne	ne1	ADVneg	MORPH=empty
se	soi1	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
part	partir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
nus	nul	PROind	NOMB.=s|GENRE=m|CAS=n
de	de	PRE	MORPH=empty
France	France	NOMpro	NOMB.=s|GENRE=f|CAS=r
.	.	PONfrt	MORPH=empty
[REF:CononBethune_05_03_017]	Ref.	OUT	MORPH=empty
Vous	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=n
ki	qui	PROrel	NOMB.=p|GENRE=m|CAS=n
dismés	dismer	VERcjg	MODE=ind|TEMPS=pst|PERS.=2|NOMB.=p
les	le	DETdef	NOMB.=p|GENRE=m|CAS=r
croisiés	croisié	NOMcom	NOMB.=p|GENRE=m|CAS=r
,	,	PONfbl	MORPH=empty
[REF:CononBethune_05_03_018]	Ref.	OUT	MORPH=empty
Ne	ne1	ADVneg	MORPH=empty
despendés	despendre2	VERcjg	MODE=imp|PERS.=2|NOMB.=p
mie	mie	ADVneg	MORPH=empty
l'	le	DETdef	NOMB.=s|GENRE=m|CAS=r
avoir	avoir	NOMcom	NOMB.=s|GENRE=m|CAS=r
ensi	ainsi	ADVgen	DEGRE=-
;	;	PONfbl	MORPH=empty
[REF:CononBethune_05_03_019]	Ref.	OUT	MORPH=empty
Anemi	enemi	NOMcom	NOMB.=p|GENRE=m|CAS=n
Dieu	dieu	NOMpro	NOMB.=s|GENRE=m|CAS=r
en	en2	PROadv	MORPH=empty
seriés	estre1	VERcjg	MODE=con|PERS.=2|NOMB.=p
.	.	PONfrt	MORPH=empty
[REF:CononBethune_05_03_020]	Ref.	OUT	MORPH=empty
Dieus	dieu	NOMpro	NOMB.=s|GENRE=m|CAS=n
!	!	PONfrt	MORPH=empty
ke	que3	PROint	NOMB.=s|GENRE=n|CAS=r
porront	pöoir	VERcjg	MODE=ind|TEMPS=fut|PERS.=3|NOMB.=p
faire	faire	VERinf	MORPH=empty
si	son4	DETpos	PERS.=3|NOMB.=p|GENRE=m|CAS=n
anemi	enemi	NOMcom	NOMB.=p|GENRE=m|CAS=n
,	,	PONfbl	MORPH=empty
[REF:CononBethune_05_03_021]	Ref.	OUT	MORPH=empty
Quant	cant1	CONsub	MORPH=empty
tot	tot	DETind	NOMB.=p|GENRE=m|CAS=n
li	le	DETdef	NOMB.=p|GENRE=m|CAS=n
saint	saint	NOMcom	NOMB.=p|GENRE=m|CAS=n
trambleront	trembler1	VERcjg	MODE=ind|TEMPS=fut|PERS.=3|NOMB.=p
de	de	PRE	MORPH=empty
dotance	dotance	NOMcom	NOMB.=s|GENRE=f|CAS=r
[REF:CononBethune_05_03_022]	Ref.	OUT	MORPH=empty
Devant	devant	PRE	MORPH=empty
Celui	cel	PROdem	NOMB.=s|GENRE=m|CAS=r
ki	qui	PROrel	NOMB.=s|GENRE=m|CAS=n
onques	onque	ADVgen	DEGRE=-
ne	ne1	ADVneg	MORPH=empty
menti	mentir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
!	!	PONfrt	MORPH=empty
[REF:CononBethune_05_03_023]	Ref.	OUT	MORPH=empty
Adont	adonc	ADVgen	DEGRE=-
seront	estre1	VERcjg	MODE=ind|TEMPS=fut|PERS.=3|NOMB.=p
pecheor	pechëor	NOMcom	NOMB.=p|GENRE=m|CAS=n
mal	mal1	ADVgen	DEGRE=p
bailli	baillier	VERppe	NOMB.=p|GENRE=m|CAS=n
,	,	PONfbl	MORPH=empty
[REF:CononBethune_05_03_024]	Ref.	OUT	MORPH=empty
Se	se	CONsub	MORPH=empty
sa	son4	DETpos	PERS.=3|NOMB.=s|GENRE=f|CAS=n
pitiés	pitié	NOMcom	NOMB.=s|GENRE=f|CAS=n
ne	ne1	ADVneg	MORPH=empty
cuevre	covrir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
sa	son4	DETpos	PERS.=3|NOMB.=s|GENRE=f|CAS=r
poissance	poissance	NOMcom	NOMB.=s|GENRE=f|CAS=r
.	.	PONfrt	MORPH=empty
[REF:CononBethune_05_04_025]	Ref.	OUT	MORPH=empty
Ne	ne2	CONcoo	MORPH=empty
ja	ja	ADVgen	DEGRE=-
por	por2	PRE	MORPH=empty
nul	nul	DETind	NOMB.=s|GENRE=m|CAS=r
desirier	desirrier2	NOMcom	NOMB.=s|GENRE=m|CAS=r
[REF:CononBethune_05_04_026]	Ref.	OUT	MORPH=empty
Ne	ne1	ADVneg	MORPH=empty
remanrai	remanoir	VERcjg	MODE=ind|TEMPS=fut|PERS.=1|NOMB.=s
chi	ci	ADVgen	DEGRE=-
avoc	avuec	PRE	MORPH=empty
ces	ce2	DETdem	NOMB.=p|GENRE=m|CAS=r
tirans	tiran	NOMcom	NOMB.=p|GENRE=m|CAS=r
,	,	PONfbl	MORPH=empty
[REF:CononBethune_05_04_027]	Ref.	OUT	MORPH=empty
Ki	qui	PROrel	NOMB.=p|GENRE=m|CAS=n
sont	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
croisiet	croisié	NOMcom	NOMB.=p|GENRE=m|CAS=n
a	a3	PRE	MORPH=empty
loier	loiier	NOMcom	NOMB.=s|GENRE=m|CAS=r
[REF:CononBethune_05_04_028]	Ref.	OUT	MORPH=empty
Por	por2	PRE	MORPH=empty
dismer	dismer	VERinf	MORPH=empty
clers	clerc	NOMcom	NOMB.=p|GENRE=m|CAS=r
et	et	CONcoo	MORPH=empty
borgois	borjois	NOMcom	NOMB.=p|GENRE=m|CAS=r
et	et	CONcoo	MORPH=empty
serjans	serjant	NOMcom	NOMB.=p|GENRE=m|CAS=r
;	;	PONfbl	MORPH=empty
[REF:CononBethune_05_04_029]	Ref.	OUT	MORPH=empty
Plus	plus	ADVgen	DEGRE=c
en	en2	PROadv	MORPH=empty
croisa	croisier	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
covoitiés	covoitié	NOMcom	NOMB.=s|GENRE=m|CAS=n
ke	que1	CONsub	MORPH=empty
creance	crëance	NOMcom	NOMB.=s|GENRE=f|CAS=n
.	.	PONfrt	MORPH=empty
[REF:CononBethune_05_04_030]	Ref.	OUT	MORPH=empty
Et	et	CONcoo	MORPH=empty
quant	cant1	CONsub	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f|CAS=n
crois	croiz	NOMcom	NOMB.=s|GENRE=f|CAS=n
n'	ne1	ADVneg	MORPH=empty
en	en2	PROadv	MORPH=empty
puet	pöoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
estre	estre1	VERinf	MORPH=empty
garans	garant	NOMcom	NOMB.=s|GENRE=m|CAS=n
,	,	PONfbl	MORPH=empty
[REF:CononBethune_05_04_031]	Ref.	OUT	MORPH=empty
A	a3	PRE	MORPH=empty
teus	tel	DETind	NOMB.=p|GENRE=m|CAS=r
croisiés	croisié	NOMcom	NOMB.=p|GENRE=m|CAS=r
sera	estre1	VERcjg	MODE=ind|TEMPS=fut|PERS.=3|NOMB.=s
Dieus	dieu	NOMpro	NOMB.=s|GENRE=m|CAS=n
mout	mout	ADVgen	DEGRE=-
soffrans	sofrir	VERppe	NOMB.=s|GENRE=m|CAS=n
,	,	PONfbl	MORPH=empty
[REF:CononBethune_05_04_032]	Ref.	OUT	MORPH=empty
Se	se	CONsub	MORPH=empty
ne	ne1	ADVneg	MORPH=empty
s'	soi1	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
en	en2	PROadv	MORPH=empty
venge	vengier	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
a	a3	PRE	MORPH=empty
peu	poi	ADVgen	DEGRE=-
de	de	PRE	MORPH=empty
demorance	demorance	NOMcom	NOMB.=s|GENRE=f|CAS=r
.	.	PONfrt	MORPH=empty
[REF:CononBethune_05_05_033]	Ref.	OUT	MORPH=empty
Li	le	DETdef	NOMB.=s|GENRE=m|CAS=n
Quens	conte1	NOMcom	NOMB.=s|GENRE=m|CAS=n
s'	soi1	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
en	en2	PROadv	MORPH=empty
est	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
ja	ja	ADVgen	DEGRE=-
vangiés	vengier	VERppe	NOMB.=s|GENRE=m|CAS=n
,	,	PONfbl	MORPH=empty
[REF:CononBethune_05_05_034]	Ref.	OUT	MORPH=empty
